timestamps,90,102,101,107,65,103
2022-10-01 00:05:05.771548,10,9,6,1,6,3
2022-10-01 01:05:08.526286,10,6,13,1,5,2
2022-10-01 02:05:09.305373,10,4,10,3,6,2
2022-10-01 03:05:10.046779,9,3,10,1,6,2
2022-10-01 04:05:11.827629,8,4,10,1,6,4
2022-10-01 05:05:12.939431,10,4,11,1,9,3
2022-10-01 06:05:15.006713,10,4,12,1,10,3
2022-10-01 07:05:17.483745,9,3,13,1,13,3
2022-10-01 08:05:19.155146,11,3,13,2,13,3
2022-10-01 09:05:19.708838,8,3,13,2,13,3
2022-10-01 10:05:20.727888,11,6,14,2,14,3
2022-10-01 11:05:21.745142,11,6,14,5,14,7
2022-10-01 12:05:23.072099,11,8,11,6,13,12
2022-10-01 13:05:26.222058,11,8,12,5,13,15
2022-10-01 14:05:25.939102,10,10,14,8,16,15
2022-10-01 15:05:29.000915,17,13,11,7,16,14
2022-10-01 16:05:31.988153,18,17,12,7,14,9
2022-10-01 17:05:32.878242,19,16,9,11,9,10
2022-10-01 18:05:33.910945,21,14,11,11,7,10
2022-10-01 19:05:36.638300,17,14,12,12,11,16
2022-10-01 20:05:37.067159,21,15,14,13,13,20
2022-10-01 21:05:38.849112,15,20,15,13,9,20
2022-10-01 22:05:41.535954,19,19,8,15,9,20
2022-10-01 23:05:54.484056,24,20,8,15,9,16
2022-10-02 00:05:42.684783,23,18,8,15,10,13
2022-10-02 01:05:44.994073,26,16,7,14,12,12
2022-10-02 02:05:51.609846,22,16,7,12,15,10
2022-10-02 03:05:49.498718,19,13,5,12,17,7
2022-10-02 04:05:51.952132,19,12,4,12,18,7
2022-10-02 05:05:54.623001,18,11,6,10,18,7
2022-10-02 06:05:57.538513,17,11,6,10,18,7
2022-10-02 07:05:59.567282,16,12,7,10,19,5
2022-10-02 08:06:02.722214,16,12,7,10,19,6
2022-10-02 09:06:03.366210,15,12,7,10,18,6
2022-10-02 10:06:05.529698,19,13,7,10,16,7
2022-10-02 11:06:06.146483,18,12,7,12,10,9
2022-10-02 12:06:09.232691,16,14,9,12,7,8
2022-10-02 13:06:11.592572,16,13,10,17,7,11
2022-10-02 14:06:12.456128,17,11,11,17,9,11
2022-10-02 15:06:14.705947,21,11,12,18,12,10
2022-10-02 16:06:16.342238,24,11,15,18,13,9
2022-10-02 17:06:16.606456,14,12,16,18,11,10
2022-10-02 18:06:17.705900,24,15,15,18,8,8
2022-10-02 19:06:18.054035,23,22,13,17,9,13
2022-10-02 20:06:20.788148,24,19,13,21,13,12
2022-10-02 21:06:23.374416,16,20,13,21,10,11
2022-10-02 22:06:26.189493,17,19,13,21,10,11
2022-10-02 23:06:26.770358,16,18,11,21,10,8
2022-10-03 00:06:27.221477,16,18,12,15,13,4
2022-10-03 01:06:28.201263,16,17,12,13,14,3
2022-10-03 02:06:28.589980,16,17,12,13,13,3
2022-10-03 03:06:31.273828,17,17,11,13,13,3
2022-10-03 04:06:33.814809,17,17,11,13,12,3
2022-10-03 05:06:36.751404,17,17,12,13,12,10
2022-10-03 06:06:40.057746,17,17,12,13,11,10
2022-10-03 07:06:42.575572,18,16,13,14,11,11
2022-10-03 08:06:44.549909,17,15,13,14,9,12
2022-10-03 09:06:46.610844,19,16,19,15,9,10
2022-10-03 10:06:47.648951,15,16,25,19,13,5
2022-10-03 11:06:50.426455,10,16,26,20,15,5
2022-10-03 12:06:51.445712,9,19,26,18,15,5
